Threatened species,Year,Series,Value
Saint Barthélemy,2018,Threatened Species: Plants (number),2
Saint Barthélemy,2019,Threatened Species: Plants (number),2
Saint Barthélemy,2020,Threatened Species: Plants (number),2
Saint Barthélemy,2010,Threatened Species: Total (number),17
Saint Barthélemy,2016,Threatened Species: Total (number),31
Saint Barthélemy,2017,Threatened Species: Total (number),31
Saint Barthélemy,2018,Threatened Species: Total (number),32
Saint Barthélemy,2019,Threatened Species: Total (number),41
Saint Barthélemy,2020,Threatened Species: Total (number),44
Saint Helena,2004,Threatened Species: Vertebrates (number),32
Saint Helena,2010,Threatened Species: Vertebrates (number),31
Saint Helena,2016,Threatened Species: Vertebrates (number),39
Saint Helena,2017,Threatened Species: Vertebrates (number),41
Saint Helena,2018,Threatened Species: Vertebrates (number),41
Saint Helena,2019,Threatened Species: Vertebrates (number),42
Saint Helena,2020,Threatened Species: Vertebrates (number),45
Saint Helena,2004,Threatened Species: Invertebrates (number),2
Saint Helena,2010,Threatened Species: Invertebrates (number),2
Saint Helena,2016,Threatened Species: Invertebrates (number),15
Saint Helena,2017,Threatened Species: Invertebrates (number),15
Saint Helena,2018,Threatened Species: Invertebrates (number),33
Saint Helena,2019,Threatened Species: Invertebrates (number),68
Saint Helena,2020,Threatened Species: Invertebrates (number),83
Saint Helena,2004,Threatened Species: Plants (number),26
Saint Helena,2010,Threatened Species: Plants (number),27
Saint Helena,2016,Threatened Species: Plants (number),44
Saint Helena,2017,Threatened Species: Plants (number),44
Saint Helena,2018,Threatened Species: Plants (number),44
Saint Helena,2019,Threatened Species: Plants (number),45
Saint Helena,2020,Threatened Species: Plants (number),45
Saint Helena,2004,Threatened Species: Total (number),60
Saint Helena,2010,Threatened Species: Total (number),60
Saint Helena,2016,Threatened Species: Total (number),98
Saint Helena,2017,Threatened Species: Total (number),100
Saint Helena,2018,Threatened Species: Total (number),118
Saint Helena,2019,Threatened Species: Total (number),155
Saint Helena,2020,Threatened Species: Total (number),173
Tristan da Cunha,2019,Threatened Species: Vertebrates (number),42
Tristan da Cunha,2019,Threatened Species: Invertebrates (number),69
Tristan da Cunha,2019,Threatened Species: Plants (number),45
Tristan da Cunha,2019,Threatened Species: Total (number),156
Saint Kitts and Nevis,2004,Threatened Species: Vertebrates (number),17
Saint Kitts and Nevis,2010,Threatened Species: Vertebrates (number),24
Saint Kitts and Nevis,2016,Threatened Species: Vertebrates (number),39
Saint Kitts and Nevis,2017,Threatened Species: Vertebrates (number),40
Saint Kitts and Nevis,2018,Threatened Species: Vertebrates (number),40
Saint Kitts and Nevis,2019,Threatened Species: Vertebrates (number),43
Saint Kitts and Nevis,2020,Threatened Species: Vertebrates (number),45
Saint Kitts and Nevis,2004,Threatened Species: Invertebrates (number),0
Saint Kitts and Nevis,2010,Threatened Species: Invertebrates (number),10
Saint Kitts and Nevis,2016,Threatened Species: Invertebrates (number),10
Saint Kitts and Nevis,2017,Threatened Species: Invertebrates (number),10
Saint Kitts and Nevis,2018,Threatened Species: Invertebrates (number),10
Saint Kitts and Nevis,2019,Threatened Species: Invertebrates (number),10
Saint Kitts and Nevis,2020,Threatened Species: Invertebrates (number),10
Saint Kitts and Nevis,2004,Threatened Species: Plants (number),2
Saint Kitts and Nevis,2010,Threatened Species: Plants (number),2
Saint Kitts and Nevis,2016,Threatened Species: Plants (number),2
Saint Kitts and Nevis,2017,Threatened Species: Plants (number),2
Saint Kitts and Nevis,2018,Threatened Species: Plants (number),2
Saint Kitts and Nevis,2019,Threatened Species: Plants (number),2
Saint Kitts and Nevis,2020,Threatened Species: Plants (number),2
Saint Kitts and Nevis,2004,Threatened Species: Total (number),19
Saint Kitts and Nevis,2010,Threatened Species: Total (number),36
Saint Kitts and Nevis,2016,Threatened Species: Total (number),51
Saint Kitts and Nevis,2017,Threatened Species: Total (number),52
Saint Kitts and Nevis,2018,Threatened Species: Total (number),52
Saint Kitts and Nevis,2019,Threatened Species: Total (number),55
Saint Kitts and Nevis,2020,Threatened Species: Total (number),57
Saint Lucia,2004,Threatened Species: Vertebrates (number),23
Saint Lucia,2010,Threatened Species: Vertebrates (number),29
Saint Lucia,2016,Threatened Species: Vertebrates (number),43
Saint Lucia,2017,Threatened Species: Vertebrates (number),45
Saint Lucia,2018,Threatened Species: Vertebrates (number),45
Saint Lucia,2019,Threatened Species: Vertebrates (number),48
Saint Lucia,2020,Threatened Species: Vertebrates (number),50
Saint Lucia,2004,Threatened Species: Invertebrates (number),0
Saint Lucia,2010,Threatened Species: Invertebrates (number),11
Saint Lucia,2016,Threatened Species: Invertebrates (number),11
Saint Lucia,2017,Threatened Species: Invertebrates (number),11
Saint Lucia,2018,Threatened Species: Invertebrates (number),11
Saint Lucia,2019,Threatened Species: Invertebrates (number),11
Saint Lucia,2020,Threatened Species: Invertebrates (number),11
Saint Lucia,2004,Threatened Species: Plants (number),6
Saint Lucia,2010,Threatened Species: Plants (number),6
Saint Lucia,2016,Threatened Species: Plants (number),6
Saint Lucia,2017,Threatened Species: Plants (number),6
Saint Lucia,2018,Threatened Species: Plants (number),6
Saint Lucia,2019,Threatened Species: Plants (number),8
Saint Lucia,2020,Threatened Species: Plants (number),8
Saint Lucia,2004,Threatened Species: Total (number),29
Saint Lucia,2010,Threatened Species: Total (number),46
Saint Lucia,2016,Threatened Species: Total (number),60
Saint Lucia,2017,Threatened Species: Total (number),62
Saint Lucia,2018,Threatened Species: Total (number),62
Saint Lucia,2019,Threatened Species: Total (number),67
Saint Lucia,2020,Threatened Species: Total (number),69
Saint Martin (French part),2010,Threatened Species: Vertebrates (number),4
Saint Martin (French part),2016,Threatened Species: Vertebrates (number),37
Saint Martin (French part),2017,Threatened Species: Vertebrates (number),39
Saint Martin (French part),2018,Threatened Species: Vertebrates (number),40
Saint Martin (French part),2019,Threatened Species: Vertebrates (number),43
Saint Martin (French part),2020,Threatened Species: Vertebrates (number),46
Saint Martin (French part),2010,Threatened Species: Invertebrates (number),11
Saint Martin (French part),2016,Threatened Species: Invertebrates (number),10
Saint Martin (French part),2017,Threatened Species: Invertebrates (number),10
Saint Martin (French part),2018,Threatened Species: Invertebrates (number),10
Saint Martin (French part),2019,Threatened Species: Invertebrates (number),10
Saint Martin (French part),2020,Threatened Species: Invertebrates (number),10
Saint Martin (French part),2010,Threatened Species: Plants (number),2
Saint Martin (French part),2016,Threatened Species: Plants (number),3
Saint Martin (French part),2017,Threatened Species: Plants (number),3
Saint Martin (French part),2018,Threatened Species: Plants (number),3
Saint Martin (French part),2019,Threatened Species: Plants (number),3
Saint Martin (French part),2020,Threatened Species: Plants (number),3
Saint Martin (French part),2010,Threatened Species: Total (number),17
Saint Martin (French part),2016,Threatened Species: Total (number),50
Saint Martin (French part),2017,Threatened Species: Total (number),52
Saint Martin (French part),2018,Threatened Species: Total (number),53
Saint Martin (French part),2019,Threatened Species: Total (number),56
Saint Martin (French part),2020,Threatened Species: Total (number),59
Saint Pierre and Miquelon,2004,Threatened Species: Vertebrates (number),2
Saint Pierre and Miquelon,2010,Threatened Species: Vertebrates (number),4
Saint Pierre and Miquelon,2016,Threatened Species: Vertebrates (number),11
Saint Pierre and Miquelon,2017,Threatened Species: Vertebrates (number),12
Saint Pierre and Miquelon,2018,Threatened Species: Vertebrates (number),14
Saint Pierre and Miquelon,2019,Threatened Species: Vertebrates (number),16
Saint Pierre and Miquelon,2020,Threatened Species: Vertebrates (number),19
Saint Pierre and Miquelon,2004,Threatened Species: Invertebrates (number),0
Saint Pierre and Miquelon,2010,Threatened Species: Invertebrates (number),0
Saint Pierre and Miquelon,2016,Threatened Species: Invertebrates (number),0
Saint Pierre and Miquelon,2017,Threatened Species: Invertebrates (number),0
Saint Pierre and Miquelon,2018,Threatened Species: Invertebrates (number),0
Saint Pierre and Miquelon,2019,Threatened Species: Invertebrates (number),0
Saint Pierre and Miquelon,2020,Threatened Species: Invertebrates (number),0
Saint Pierre and Miquelon,2004,Threatened Species: Plants (number),0
Saint Pierre and Miquelon,2010,Threatened Species: Plants (number),0
Saint Pierre and Miquelon,2016,Threatened Species: Plants (number),0
Saint Pierre and Miquelon,2017,Threatened Species: Plants (number),0
Saint Pierre and Miquelon,2018,Threatened Species: Plants (number),0
Saint Pierre and Miquelon,2019,Threatened Species: Plants (number),0
Saint Pierre and Miquelon,2020,Threatened Species: Plants (number),0
Saint Pierre and Miquelon,2004,Threatened Species: Total (number),2
Saint Pierre and Miquelon,2010,Threatened Species: Total (number),4
Saint Pierre and Miquelon,2016,Threatened Species: Total (number),11
Saint Pierre and Miquelon,2017,Threatened Species: Total (number),12
Saint Pierre and Miquelon,2018,Threatened Species: Total (number),14
Saint Pierre and Miquelon,2019,Threatened Species: Total (number),16
Saint Pierre and Miquelon,2020,Threatened Species: Total (number),19
Saint Vincent & Grenadines,2004,Threatened Species: Vertebrates (number),20
Saint Vincent & Grenadines,2010,Threatened Species: Vertebrates (number),24
Saint Vincent & Grenadines,2016,Threatened Species: Vertebrates (number),41
Saint Vincent & Grenadines,2017,Threatened Species: Vertebrates (number),43
Saint Vincent & Grenadines,2018,Threatened Species: Vertebrates (number),44
Saint Vincent & Grenadines,2019,Threatened Species: Vertebrates (number),45
Saint Vincent & Grenadines,2020,Threatened Species: Vertebrates (number),50
Saint Vincent & Grenadines,2004,Threatened Species: Invertebrates (number),0
Saint Vincent & Grenadines,2010,Threatened Species: Invertebrates (number),10
Saint Vincent & Grenadines,2016,Threatened Species: Invertebrates (number),10
Saint Vincent & Grenadines,2017,Threatened Species: Invertebrates (number),10
Saint Vincent & Grenadines,2018,Threatened Species: Invertebrates (number),10
Saint Vincent & Grenadines,2019,Threatened Species: Invertebrates (number),10
Saint Vincent & Grenadines,2020,Threatened Species: Invertebrates (number),10
Saint Vincent & Grenadines,2004,Threatened Species: Plants (number),4
Saint Vincent & Grenadines,2010,Threatened Species: Plants (number),4
Saint Vincent & Grenadines,2016,Threatened Species: Plants (number),5
Saint Vincent & Grenadines,2017,Threatened Species: Plants (number),5
Saint Vincent & Grenadines,2018,Threatened Species: Plants (number),5
Saint Vincent & Grenadines,2019,Threatened Species: Plants (number),6
Saint Vincent & Grenadines,2020,Threatened Species: Plants (number),5
Saint Vincent & Grenadines,2004,Threatened Species: Total (number),24
Saint Vincent & Grenadines,2010,Threatened Species: Total (number),38
Saint Vincent & Grenadines,2016,Threatened Species: Total (number),56
Saint Vincent & Grenadines,2017,Threatened Species: Total (number),58
Saint Vincent & Grenadines,2018,Threatened Species: Total (number),59
Saint Vincent & Grenadines,2019,Threatened Species: Total (number),61
Saint Vincent & Grenadines,2020,Threatened Species: Total (number),65
Samoa,2004,Threatened Species: Vertebrates (number),15
Samoa,2010,Threatened Species: Vertebrates (number),23
Samoa,2016,Threatened Species: Vertebrates (number),29
Samoa,2017,Threatened Species: Vertebrates (number),29
Samoa,2018,Threatened Species: Vertebrates (number),29
Samoa,2019,Threatened Species: Vertebrates (number),30
Samoa,2020,Threatened Species: Vertebrates (number),33
Samoa,2004,Threatened Species: Invertebrates (number),1
Samoa,2010,Threatened Species: Invertebrates (number),53
Samoa,2016,Threatened Species: Invertebrates (number),62
Samoa,2017,Threatened Species: Invertebrates (number),62
Samoa,2018,Threatened Species: Invertebrates (number),62
Samoa,2019,Threatened Species: Invertebrates (number),63
Samoa,2020,Threatened Species: Invertebrates (number),64
Samoa,2004,Threatened Species: Plants (number),2
Samoa,2010,Threatened Species: Plants (number),2
Samoa,2016,Threatened Species: Plants (number),2
Samoa,2017,Threatened Species: Plants (number),2
Samoa,2018,Threatened Species: Plants (number),2
Samoa,2019,Threatened Species: Plants (number),2
Samoa,2020,Threatened Species: Plants (number),3
Samoa,2004,Threatened Species: Total (number),18
Samoa,2010,Threatened Species: Total (number),78
Samoa,2016,Threatened Species: Total (number),93
Samoa,2017,Threatened Species: Total (number),93
Samoa,2018,Threatened Species: Total (number),93
Samoa,2019,Threatened Species: Total (number),95
Samoa,2020,Threatened Species: Total (number),100
San Marino,2010,Threatened Species: Vertebrates (number),0
San Marino,2016,Threatened Species: Vertebrates (number),0
San Marino,2017,Threatened Species: Vertebrates (number),0
San Marino,2018,Threatened Species: Vertebrates (number),0
San Marino,2019,Threatened Species: Vertebrates (number),0
San Marino,2020,Threatened Species: Vertebrates (number),1
San Marino,2010,Threatened Species: Invertebrates (number),0
San Marino,2016,Threatened Species: Invertebrates (number),1
San Marino,2017,Threatened Species: Invertebrates (number),1
San Marino,2018,Threatened Species: Invertebrates (number),1
San Marino,2019,Threatened Species: Invertebrates (number),1
San Marino,2020,Threatened Species: Invertebrates (number),1
San Marino,2010,Threatened Species: Plants (number),0
San Marino,2016,Threatened Species: Plants (number),0
San Marino,2017,Threatened Species: Plants (number),0
San Marino,2018,Threatened Species: Plants (number),0
San Marino,2019,Threatened Species: Plants (number),0
San Marino,2020,Threatened Species: Plants (number),0
San Marino,2010,Threatened Species: Total (number),0
San Marino,2016,Threatened Species: Total (number),1
San Marino,2017,Threatened Species: Total (number),1
San Marino,2018,Threatened Species: Total (number),1
San Marino,2019,Threatened Species: Total (number),1
San Marino,2020,Threatened Species: Total (number),2
Sao Tome and Principe,2004,Threatened Species: Vertebrates (number),24
Sao Tome and Principe,2010,Threatened Species: Vertebrates (number),33
Sao Tome and Principe,2016,Threatened Species: Vertebrates (number),51
Sao Tome and Principe,2017,Threatened Species: Vertebrates (number),52
Sao Tome and Principe,2018,Threatened Species: Vertebrates (number),51
Sao Tome and Principe,2019,Threatened Species: Vertebrates (number),51
Sao Tome and Principe,2020,Threatened Species: Vertebrates (number),55
Sao Tome and Principe,2004,Threatened Species: Invertebrates (number),2
Sao Tome and Principe,2010,Threatened Species: Invertebrates (number),2
Sao Tome and Principe,2016,Threatened Species: Invertebrates (number),5
Sao Tome and Principe,2017,Threatened Species: Invertebrates (number),5
Sao Tome and Principe,2018,Threatened Species: Invertebrates (number),4
Sao Tome and Principe,2019,Threatened Species: Invertebrates (number),4
Sao Tome and Principe,2020,Threatened Species: Invertebrates (number),4
Sao Tome and Principe,2004,Threatened Species: Plants (number),35
Sao Tome and Principe,2010,Threatened Species: Plants (number),35
Sao Tome and Principe,2016,Threatened Species: Plants (number),38
Sao Tome and Principe,2017,Threatened Species: Plants (number),37
Sao Tome and Principe,2018,Threatened Species: Plants (number),49
Sao Tome and Principe,2019,Threatened Species: Plants (number),49
Sao Tome and Principe,2020,Threatened Species: Plants (number),49
Sao Tome and Principe,2004,Threatened Species: Total (number),61
Sao Tome and Principe,2010,Threatened Species: Total (number),70
Sao Tome and Principe,2016,Threatened Species: Total (number),94
Sao Tome and Principe,2017,Threatened Species: Total (number),94
Sao Tome and Principe,2018,Threatened Species: Total (number),104
Sao Tome and Principe,2019,Threatened Species: Total (number),104
Sao Tome and Principe,2020,Threatened Species: Total (number),108
Saudi Arabia,2004,Threatened Species: Vertebrates (number),37
Saudi Arabia,2010,Threatened Species: Vertebrates (number),47
Saudi Arabia,2016,Threatened Species: Vertebrates (number),66
Saudi Arabia,2017,Threatened Species: Vertebrates (number),68
Saudi Arabia,2018,Threatened Species: Vertebrates (number),69
Saudi Arabia,2019,Threatened Species: Vertebrates (number),77
Saudi Arabia,2020,Threatened Species: Vertebrates (number),80
Saudi Arabia,2004,Threatened Species: Invertebrates (number),1
Saudi Arabia,2010,Threatened Species: Invertebrates (number),53
Saudi Arabia,2016,Threatened Species: Invertebrates (number),59
Saudi Arabia,2017,Threatened Species: Invertebrates (number),59
Saudi Arabia,2018,Threatened Species: Invertebrates (number),59
Saudi Arabia,2019,Threatened Species: Invertebrates (number),60
Saudi Arabia,2020,Threatened Species: Invertebrates (number),60
Saudi Arabia,2004,Threatened Species: Plants (number),3
Saudi Arabia,2010,Threatened Species: Plants (number),3
Saudi Arabia,2016,Threatened Species: Plants (number),3
Saudi Arabia,2017,Threatened Species: Plants (number),4
Saudi Arabia,2018,Threatened Species: Plants (number),4
Saudi Arabia,2019,Threatened Species: Plants (number),4
Saudi Arabia,2020,Threatened Species: Plants (number),4
Saudi Arabia,2004,Threatened Species: Total (number),41
Saudi Arabia,2010,Threatened Species: Total (number),103
Saudi Arabia,2016,Threatened Species: Total (number),128
Saudi Arabia,2017,Threatened Species: Total (number),131
Saudi Arabia,2018,Threatened Species: Total (number),132
Saudi Arabia,2019,Threatened Species: Total (number),141
Saudi Arabia,2020,Threatened Species: Total (number),144
Senegal,2004,Threatened Species: Vertebrates (number),40
Senegal,2010,Threatened Species: Vertebrates (number),72
Senegal,2016,Threatened Species: Vertebrates (number),95
Senegal,2017,Threatened Species: Vertebrates (number),98
Senegal,2018,Threatened Species: Vertebrates (number),101
Senegal,2019,Threatened Species: Vertebrates (number),106
Senegal,2020,Threatened Species: Vertebrates (number),109
Senegal,2004,Threatened Species: Invertebrates (number),0
Senegal,2010,Threatened Species: Invertebrates (number),1
Senegal,2016,Threatened Species: Invertebrates (number),13
Senegal,2017,Threatened Species: Invertebrates (number),13
Senegal,2018,Threatened Species: Invertebrates (number),13
Senegal,2019,Threatened Species: Invertebrates (number),13
Senegal,2020,Threatened Species: Invertebrates (number),13
Senegal,2004,Threatened Species: Plants (number),7
Senegal,2010,Threatened Species: Plants (number),9
Senegal,2016,Threatened Species: Plants (number),12
Senegal,2017,Threatened Species: Plants (number),12
Senegal,2018,Threatened Species: Plants (number),13
Senegal,2019,Threatened Species: Plants (number),20
Senegal,2020,Threatened Species: Plants (number),23
Senegal,2004,Threatened Species: Total (number),47
Senegal,2010,Threatened Species: Total (number),82
Senegal,2016,Threatened Species: Total (number),120
Senegal,2017,Threatened Species: Total (number),123
Senegal,2018,Threatened Species: Total (number),127
Senegal,2019,Threatened Species: Total (number),139
Senegal,2020,Threatened Species: Total (number),145
Serbia,2010,Threatened Species: Vertebrates (number),29
Serbia,2016,Threatened Species: Vertebrates (number),35
Serbia,2017,Threatened Species: Vertebrates (number),35
Serbia,2018,Threatened Species: Vertebrates (number),35
Serbia,2019,Threatened Species: Vertebrates (number),35
Serbia,2020,Threatened Species: Vertebrates (number),35
Serbia,2010,Threatened Species: Invertebrates (number),16
Serbia,2016,Threatened Species: Invertebrates (number),24
Serbia,2017,Threatened Species: Invertebrates (number),30
Serbia,2018,Threatened Species: Invertebrates (number),35
Serbia,2019,Threatened Species: Invertebrates (number),35
Serbia,2020,Threatened Species: Invertebrates (number),35
Serbia,2010,Threatened Species: Plants (number),1
Serbia,2016,Threatened Species: Plants (number),6
Serbia,2017,Threatened Species: Plants (number),6
Serbia,2018,Threatened Species: Plants (number),7
Serbia,2019,Threatened Species: Plants (number),14
Serbia,2020,Threatened Species: Plants (number),16
Serbia,2010,Threatened Species: Total (number),46
Serbia,2016,Threatened Species: Total (number),65
Serbia,2017,Threatened Species: Total (number),71
Serbia,2018,Threatened Species: Total (number),77
Serbia,2019,Threatened Species: Total (number),84
Serbia,2020,Threatened Species: Total (number),86
Serbia and Monten. [former],2004,Threatened Species: Vertebrates (number),42
Serbia and Monten. [former],2004,Threatened Species: Invertebrates (number),19
Serbia and Monten. [former],2004,Threatened Species: Plants (number),1
Serbia and Monten. [former],2004,Threatened Species: Total (number),62
Seychelles,2004,Threatened Species: Vertebrates (number),35
Seychelles,2010,Threatened Species: Vertebrates (number),45
Seychelles,2016,Threatened Species: Vertebrates (number),55
Seychelles,2017,Threatened Species: Vertebrates (number),57
Seychelles,2018,Threatened Species: Vertebrates (number),58
Seychelles,2019,Threatened Species: Vertebrates (number),64
Seychelles,2020,Threatened Species: Vertebrates (number),68
Seychelles,2004,Threatened Species: Invertebrates (number),4
Seychelles,2010,Threatened Species: Invertebrates (number),100
Seychelles,2016,Threatened Species: Invertebrates (number),319
Seychelles,2017,Threatened Species: Invertebrates (number),320
Seychelles,2018,Threatened Species: Invertebrates (number),320
Seychelles,2019,Threatened Species: Invertebrates (number),321
Seychelles,2020,Threatened Species: Invertebrates (number),321
Seychelles,2004,Threatened Species: Plants (number),45
Seychelles,2010,Threatened Species: Plants (number),45
Seychelles,2016,Threatened Species: Plants (number),62
Seychelles,2017,Threatened Species: Plants (number),62
Seychelles,2018,Threatened Species: Plants (number),61
Seychelles,2019,Threatened Species: Plants (number),61
Seychelles,2020,Threatened Species: Plants (number),62
Seychelles,2004,Threatened Species: Total (number),84
Seychelles,2010,Threatened Species: Total (number),190
Seychelles,2016,Threatened Species: Total (number),436
Seychelles,2017,Threatened Species: Total (number),439
Seychelles,2018,Threatened Species: Total (number),439
Seychelles,2019,Threatened Species: Total (number),446
Seychelles,2020,Threatened Species: Total (number),451
Sierra Leone,2004,Threatened Species: Vertebrates (number),35
Sierra Leone,2010,Threatened Species: Vertebrates (number),77
Sierra Leone,2016,Threatened Species: Vertebrates (number),103
Sierra Leone,2017,Threatened Species: Vertebrates (number),103
Sierra Leone,2018,Threatened Species: Vertebrates (number),105
Sierra Leone,2019,Threatened Species: Vertebrates (number),110
Sierra Leone,2020,Threatened Species: Vertebrates (number),111
Sierra Leone,2004,Threatened Species: Invertebrates (number),4
Sierra Leone,2010,Threatened Species: Invertebrates (number),6
Sierra Leone,2016,Threatened Species: Invertebrates (number),8
Sierra Leone,2017,Threatened Species: Invertebrates (number),8
Sierra Leone,2018,Threatened Species: Invertebrates (number),8
Sierra Leone,2019,Threatened Species: Invertebrates (number),8
Sierra Leone,2020,Threatened Species: Invertebrates (number),8
Sierra Leone,2004,Threatened Species: Plants (number),47
Sierra Leone,2010,Threatened Species: Plants (number),48
Sierra Leone,2016,Threatened Species: Plants (number),65
Sierra Leone,2017,Threatened Species: Plants (number),66
Sierra Leone,2018,Threatened Species: Plants (number),71
Sierra Leone,2019,Threatened Species: Plants (number),111
Sierra Leone,2020,Threatened Species: Plants (number),117
Sierra Leone,2004,Threatened Species: Total (number),86
Sierra Leone,2010,Threatened Species: Total (number),131
Sierra Leone,2016,Threatened Species: Total (number),176
Sierra Leone,2017,Threatened Species: Total (number),177
Sierra Leone,2018,Threatened Species: Total (number),184
Sierra Leone,2019,Threatened Species: Total (number),229
Sierra Leone,2020,Threatened Species: Total (number),236
Singapore,2004,Threatened Species: Vertebrates (number),30
Singapore,2010,Threatened Species: Vertebrates (number),58
Singapore,2016,Threatened Species: Vertebrates (number),63
Singapore,2017,Threatened Species: Vertebrates (number),63
Singapore,2018,Threatened Species: Vertebrates (number),67
Singapore,2019,Threatened Species: Vertebrates (number),77
Singapore,2020,Threatened Species: Vertebrates (number),83
Singapore,2004,Threatened Species: Invertebrates (number),1
Singapore,2010,Threatened Species: Invertebrates (number),162
Singapore,2016,Threatened Species: Invertebrates (number),173
Singapore,2017,Threatened Species: Invertebrates (number),173
Singapore,2018,Threatened Species: Invertebrates (number),173
Singapore,2019,Threatened Species: Invertebrates (number),173
Singapore,2020,Threatened Species: Invertebrates (number),177
Singapore,2004,Threatened Species: Plants (number),54
Singapore,2010,Threatened Species: Plants (number),57
Singapore,2016,Threatened Species: Plants (number),58
Singapore,2017,Threatened Species: Plants (number),57
Singapore,2018,Threatened Species: Plants (number),60
Singapore,2019,Threatened Species: Plants (number),62
Singapore,2020,Threatened Species: Plants (number),66
Singapore,2004,Threatened Species: Total (number),85
Singapore,2010,Threatened Species: Total (number),277
Singapore,2016,Threatened Species: Total (number),294
Singapore,2017,Threatened Species: Total (number),293
Singapore,2018,Threatened Species: Total (number),300
Singapore,2019,Threatened Species: Total (number),312
Singapore,2020,Threatened Species: Total (number),326
Sint Maarten (Dutch part),2016,Threatened Species: Vertebrates (number),37
Sint Maarten (Dutch part),2017,Threatened Species: Vertebrates (number),39
Sint Maarten (Dutch part),2018,Threatened Species: Vertebrates (number),40
Sint Maarten (Dutch part),2019,Threatened Species: Vertebrates (number),43
Sint Maarten (Dutch part),2020,Threatened Species: Vertebrates (number),46
Sint Maarten (Dutch part),2016,Threatened Species: Invertebrates (number),10
Sint Maarten (Dutch part),2017,Threatened Species: Invertebrates (number),10
Sint Maarten (Dutch part),2018,Threatened Species: Invertebrates (number),10
Sint Maarten (Dutch part),2019,Threatened Species: Invertebrates (number),10
Sint Maarten (Dutch part),2020,Threatened Species: Invertebrates (number),10
Sint Maarten (Dutch part),2016,Threatened Species: Plants (number),2
Sint Maarten (Dutch part),2017,Threatened Species: Plants (number),2
Sint Maarten (Dutch part),2018,Threatened Species: Plants (number),3
Sint Maarten (Dutch part),2019,Threatened Species: Plants (number),2
Sint Maarten (Dutch part),2020,Threatened Species: Plants (number),2
Sint Maarten (Dutch part),2016,Threatened Species: Total (number),49
Sint Maarten (Dutch part),2017,Threatened Species: Total (number),51
Sint Maarten (Dutch part),2018,Threatened Species: Total (number),53
Sint Maarten (Dutch part),2019,Threatened Species: Total (number),55
Sint Maarten (Dutch part),2020,Threatened Species: Total (number),58
Slovakia,2004,Threatened Species: Vertebrates (number),27
Slovakia,2010,Threatened Species: Vertebrates (number),15
Slovakia,2016,Threatened Species: Vertebrates (number),19
Slovakia,2017,Threatened Species: Vertebrates (number),20
Slovakia,2018,Threatened Species: Vertebrates (number),21
Slovakia,2019,Threatened Species: Vertebrates (number),21
Slovakia,2020,Threatened Species: Vertebrates (number),21
Slovakia,2004,Threatened Species: Invertebrates (number),19
Slovakia,2010,Threatened Species: Invertebrates (number),17
Slovakia,2016,Threatened Species: Invertebrates (number),22
Slovakia,2017,Threatened Species: Invertebrates (number),24
Slovakia,2018,Threatened Species: Invertebrates (number),32
Slovakia,2019,Threatened Species: Invertebrates (number),32
Slovakia,2020,Threatened Species: Invertebrates (number),32
Slovakia,2004,Threatened Species: Plants (number),2
Slovakia,2010,Threatened Species: Plants (number),2
Slovakia,2016,Threatened Species: Plants (number),10
Slovakia,2017,Threatened Species: Plants (number),10
Slovakia,2018,Threatened Species: Plants (number),28
Slovakia,2019,Threatened Species: Plants (number),54
Slovakia,2020,Threatened Species: Plants (number),63
Slovakia,2004,Threatened Species: Total (number),48
Slovakia,2010,Threatened Species: Total (number),34
Slovakia,2016,Threatened Species: Total (number),51
Slovakia,2017,Threatened Species: Total (number),54
Slovakia,2018,Threatened Species: Total (number),81
Slovakia,2019,Threatened Species: Total (number),107
Slovakia,2020,Threatened Species: Total (number),116
Slovenia,2004,Threatened Species: Vertebrates (number),32
Slovenia,2010,Threatened Species: Vertebrates (number),36
Slovenia,2016,Threatened Species: Vertebrates (number),50
Slovenia,2017,Threatened Species: Vertebrates (number),51
Slovenia,2018,Threatened Species: Vertebrates (number),53
Slovenia,2019,Threatened Species: Vertebrates (number),53
Slovenia,2020,Threatened Species: Vertebrates (number),58
Slovenia,2004,Threatened Species: Invertebrates (number),42
Slovenia,2010,Threatened Species: Invertebrates (number),59
Slovenia,2016,Threatened Species: Invertebrates (number),77
Slovenia,2017,Threatened Species: Invertebrates (number),81
Slovenia,2018,Threatened Species: Invertebrates (number),83
Slovenia,2019,Threatened Species: Invertebrates (number),83
Slovenia,2020,Threatened Species: Invertebrates (number),84
Slovenia,2004,Threatened Species: Plants (number),0
Slovenia,2010,Threatened Species: Plants (number),0
Slovenia,2016,Threatened Species: Plants (number),11
Slovenia,2017,Threatened Species: Plants (number),11
Slovenia,2018,Threatened Species: Plants (number),11
Slovenia,2019,Threatened Species: Plants (number),26
Slovenia,2020,Threatened Species: Plants (number),33
Slovenia,2004,Threatened Species: Total (number),74
Slovenia,2010,Threatened Species: Total (number),95
Slovenia,2016,Threatened Species: Total (number),138
Slovenia,2017,Threatened Species: Total (number),143
Slovenia,2018,Threatened Species: Total (number),147
Slovenia,2019,Threatened Species: Total (number),162
Slovenia,2020,Threatened Species: Total (number),175
Solomon Islands,2004,Threatened Species: Vertebrates (number),52
Solomon Islands,2010,Threatened Species: Vertebrates (number),63
Solomon Islands,2016,Threatened Species: Vertebrates (number),75
Solomon Islands,2017,Threatened Species: Vertebrates (number),77
